X side (users) preferences over Y (places):
U1061: 132723 132754 132954 132955 132958 135026 135034 135041 135048 135075 135080 132572 132825 132834 132921 135046 135058 135086 132560 132584 132594 132608 132609 132613 132630 132660 132663 132665 132732 132733 132740 132755 132767 132768 132830 132845 132846 132847 132851 132854 132856 132858 132861 132862 132866 132869 132870 132872 132875 132884 132885 132922 132925 132951 134983 134986 134996 134999 135001 135019 135021 135025 135027 135028 135030 135032 135038 135039 135042 135043 135045 135047 135049 135050 135051 135052 135053 135054 135055 135057 135059 135060 135062 135063 135064 135065 135066 135069 135070 135071 135072 135076 135079 135081 135082 135085 135088 135104 135106 135108
U1106: 132754 132834 132862 135028 135030 135039 135042 135062 135064 135066 135079 135085 135041 132856 135032 135047 135052 135106 132560 132572 132584 132594 132608 132609 132613 132630 132660 132663 132665 132723 132732 132733 132740 132755 132767 132768 132825 132830 132845 132846 132847 132851 132854 132858 132861 132866 132869 132870 132872 132875 132884 132885 132921 132922 132925 132951 132954 132955 132958 134983 134986 134996 134999 135001 135019 135021 135025 135026 135027 135034 135038 135043 135045 135046 135048 135049 135050 135051 135053 135054 135055 135057 135058 135059 135060 135063 135065 135069 135070 135071 135072 135075 135076 135080 135081 135082 135086 135088 135104 135108
U1134: 132754 135046 135055 135059 135064 135065 135075 135085 132825 135047 135079 135080 132572 135026 132560 132584 132594 132608 132609 132613 132630 132660 132663 132665 132723 132732 132733 132740 132755 132767 132768 132830 132834 132845 132846 132847 132851 132854 132856 132858 132861 132862 132866 132869 132870 132872 132875 132884 132885 132921 132922 132925 132951 132954 132955 132958 134983 134986 134996 134999 135001 135019 135021 135025 135027 135028 135030 135032 135034 135038 135039 135041 135042 135043 135045 135048 135049 135050 135051 135052 135053 135054 135057 135058 135060 135062 135063 135066 135069 135070 135071 135072 135076 135081 135082 135086 135088 135104 135106 135108
U1024: 135032 135039 135045 132825 132834 135027 135028 135030 135038 135041 135042 135051 135060 135106 132560 132572 132584 132594 132608 132609 132613 132630 132660 132663 132665 132723 132732 132733 132740 132754 132755 132767 132768 132830 132845 132846 132847 132851 132854 132856 132858 132861 132862 132866 132869 132870 132872 132875 132884 132885 132921 132922 132925 132951 132954 132955 132958 134983 134986 134996 134999 135001 135019 135021 135025 135026 135034 135043 135046 135047 135048 135049 135050 135052 135053 135054 135055 135057 135058 135059 135062 135063 135064 135065 135066 135069 135070 135071 135072 135075 135076 135079 135080 135081 135082 135085 135086 135088 135104 135108
U1022: 135038 135045 135051 135052 135057 135063 135032 135060 135062 135025 135081 132560 132572 132584 132594 132608 132609 132613 132630 132660 132663 132665 132723 132732 132733 132740 132754 132755 132767 132768 132825 132830 132834 132845 132846 132847 132851 132854 132856 132858 132861 132862 132866 132869 132870 132872 132875 132884 132885 132921 132922 132925 132951 132954 132955 132958 134983 134986 134996 134999 135001 135019 135021 135026 135027 135028 135030 135034 135039 135041 135042 135043 135046 135047 135048 135049 135050 135053 135054 135055 135058 135059 135064 135065 135066 135069 135070 135071 135072 135075 135076 135079 135080 135082 135085 135086 135088 135104 135106 135108
U1089: 132754 132834 132872 132875 132921 132951 135026 135028 135058 135064 135072 135085 135038 135079 132560 132572 132584 132594 132608 132609 132613 132630 132660 132663 132665 132723 132732 132733 132740 132755 132767 132768 132825 132830 132845 132846 132847 132851 132854 132856 132858 132861 132862 132866 132869 132870 132884 132885 132922 132925 132954 132955 132958 134983 134986 134996 134999 135001 135019 135021 135025 135027 135030 135032 135034 135039 135041 135042 135043 135045 135046 135047 135048 135049 135050 135051 135052 135053 135054 135055 135057 135059 135060 135062 135063 135065 135066 135069 135070 135071 135075 135076 135080 135081 135082 135086 135088 135104 135106 135108
U1135: 132825 132834 132856 135028 135032 135041 135042 135045 135052 135058 135060 135063 135085 135106 132560 132572 132584 132594 132608 132609 132613 132630 132660 132663 132665 132723 132732 132733 132740 132754 132755 132767 132768 132830 132845 132846 132847 132851 132854 132858 132861 132862 132866 132869 132870 132872 132875 132884 132885 132921 132922 132925 132951 132954 132955 132958 134983 134986 134996 134999 135001 135019 135021 135025 135026 135027 135030 135034 135038 135039 135043 135046 135047 135048 135049 135050 135051 135053 135054 135055 135057 135059 135062 135064 135065 135066 135069 135070 135071 135072 135075 135076 135079 135080 135081 135082 135086 135088 135104 135108
U1137: 132723 132755 132825 132834 132862 132884 132951 135042 135049 135059 135062 135075 135085 135058 132560 132572 132584 132594 132608 132609 132613 132630 132660 132663 132665 132732 132733 132740 132754 132767 132768 132830 132845 132846 132847 132851 132854 132856 132858 132861 132866 132869 132870 132872 132875 132885 132921 132922 132925 132954 132955 132958 134983 134986 134996 134999 135001 135019 135021 135025 135026 135027 135028 135030 135032 135034 135038 135039 135041 135043 135045 135046 135047 135048 135050 135051 135052 135053 135054 135055 135057 135060 135063 135064 135065 135066 135069 135070 135071 135072 135076 135079 135080 135081 135082 135086 135088 135104 135106 135108
U1003: 132723 132754 132755 132825 132922 135059 135075 135079 135080 132862 135041 135064 132560 132572 132584 132594 132608 132609 132613 132630 132660 132663 132665 132732 132733 132740 132767 132768 132830 132834 132845 132846 132847 132851 132854 132856 132858 132861 132866 132869 132870 132872 132875 132884 132885 132921 132925 132951 132954 132955 132958 134983 134986 134996 134999 135001 135019 135021 135025 135026 135027 135028 135030 135032 135034 135038 135039 135042 135043 135045 135046 135047 135048 135049 135050 135051 135052 135053 135054 135055 135057 135058 135060 135062 135063 135065 135066 135069 135070 135071 135072 135076 135081 135082 135085 135086 135088 135104 135106 135108
U1016: 132834 132856 132862 135032 135045 135051 135052 135060 135062 135066 135085 135106 135042 132560 132572 132584 132594 132608 132609 132613 132630 132660 132663 132665 132723 132732 132733 132740 132754 132755 132767 132768 132825 132830 132845 132846 132847 132851 132854 132858 132861 132866 132869 132870 132872 132875 132884 132885 132921 132922 132925 132951 132954 132955 132958 134983 134986 134996 134999 135001 135019 135021 135025 135026 135027 135028 135030 135034 135038 135039 135041 135043 135046 135047 135048 135049 135050 135053 135054 135055 135057 135058 135059 135063 135064 135065 135069 135070 135071 135072 135075 135076 135079 135080 135081 135082 135086 135088 135104 135108
U1053: 135025 135032 135038 135042 135047 135053 135060 135062 135063 135081 132754 132825 135076 132560 132572 132584 132594 132608 132609 132613 132630 132660 132663 132665 132723 132732 132733 132740 132755 132767 132768 132830 132834 132845 132846 132847 132851 132854 132856 132858 132861 132862 132866 132869 132870 132872 132875 132884 132885 132921 132922 132925 132951 132954 132955 132958 134983 134986 134996 134999 135001 135019 135021 135026 135027 135028 135030 135034 135039 135041 135043 135045 135046 135048 135049 135050 135051 135052 135054 135055 135057 135058 135059 135064 135065 135066 135069 135070 135071 135072 135075 135079 135080 135082 135085 135086 135088 135104 135106 135108
U1071: 132825 132856 132862 135025 135028 135030 135032 135039 135042 135052 135063 132834 135060 132560 132572 132584 132594 132608 132609 132613 132630 132660 132663 132665 132723 132732 132733 132740 132754 132755 132767 132768 132830 132845 132846 132847 132851 132854 132858 132861 132866 132869 132870 132872 132875 132884 132885 132921 132922 132925 132951 132954 132955 132958 134983 134986 134996 134999 135001 135019 135021 135026 135027 135034 135038 135041 135043 135045 135046 135047 135048 135049 135050 135051 135053 135054 135055 135057 135058 135059 135062 135064 135065 135066 135069 135070 135071 135072 135075 135076 135079 135080 135081 135082 135085 135086 135088 135104 135106 135108
U1097: 132861 132921 132955 132958 135034 135049 135053 135058 135079 135086 132884 132954 135026 132560 132572 132584 132594 132608 132609 132613 132630 132660 132663 132665 132723 132732 132733 132740 132754 132755 132767 132768 132825 132830 132834 132845 132846 132847 132851 132854 132856 132858 132862 132866 132869 132870 132872 132875 132885 132922 132925 132951 134983 134986 134996 134999 135001 135019 135021 135025 135027 135028 135030 135032 135038 135039 135041 135042 135043 135045 135046 135047 135048 135050 135051 135052 135054 135055 135057 135059 135060 135062 135063 135064 135065 135066 135069 135070 135071 135072 135075 135076 135080 135081 135082 135085 135088 135104 135106 135108
U1112: 132834 132862 132921 135026 135079 132572 132954 135046 135047 135048 135062 135064 135086 132560 132584 132594 132608 132609 132613 132630 132660 132663 132665 132723 132732 132733 132740 132754 132755 132767 132768 132825 132830 132845 132846 132847 132851 132854 132856 132858 132861 132866 132869 132870 132872 132875 132884 132885 132922 132925 132951 132955 132958 134983 134986 134996 134999 135001 135019 135021 135025 135027 135028 135030 135032 135034 135038 135039 135041 135042 135043 135045 135049 135050 135051 135052 135053 135054 135055 135057 135058 135059 135060 135063 135065 135066 135069 135070 135071 135072 135075 135076 135080 135081 135082 135085 135088 135104 135106 135108
